WY,Date,Q_mean
1921,12/3/1920,59700
1921,12/4/1920,30500
1921,12/5/1920,13600
1921,12/6/1920,11500
1921,12/7/1920,11000
1921,12/8/1920,9500
1921,12/9/1920,10500
1921,12/10/1920,27300
1921,12/11/1920,28900
1921,12/12/1920,17200
1921,12/13/1920,12500
1921,12/14/1920,10000
1921,12/15/1920,15300
1921,12/16/1920,36500
1921,12/17/1920,22000
1921,12/18/1920,13000
1921,12/19/1920,9500
1921,12/20/1920,8500
1921,12/21/1920,8000
1921,12/22/1920,7080
1921,12/23/1920,7540
1921,12/24/1920,8500
1921,12/25/1920,9000
1921,12/26/1920,8500
1921,12/27/1920,8000
1921,12/28/1920,14700
1921,12/29/1920,16600
1921,12/30/1920,16600
1921,12/31/1920,11500
1921,1/1/1921,8500
1921,1/2/1921,7540
1921,1/3/1921,7080
1921,1/4/1921,6660
1921,1/5/1921,6280
1921,1/6/1921,6280
1921,1/7/1921,6280
1921,1/8/1921,5560
1921,1/9/1921,6280
1921,1/10/1921,6660
1921,1/11/1921,50100
1921,1/12/1921,45100
1921,1/13/1921,27300
1921,1/14/1921,17200
1921,1/15/1921,30500
1921,1/16/1921,45100
1921,1/17/1921,51100
1921,1/18/1921,15900
1921,1/19/1921,12000
1921,1/20/1921,10000
1921,1/21/1921,9000
1921,1/22/1921,8500
1921,1/23/1921,10000
1921,1/24/1921,14700
1921,1/25/1921,23500
1921,1/26/1921,18500
1921,1/27/1921,9000
1921,1/28/1921,11000
1921,1/29/1921,10000
1921,1/30/1921,9500
1921,1/31/1921,10000
1921,2/1/1921,12000
1921,2/2/1921,14100
1921,2/3/1921,14700
1921,2/4/1921,12000
1921,2/5/1921,10500
1921,2/6/1921,9000
1921,2/7/1921,8500
1921,2/8/1921,8500
1921,2/9/1921,8000
1921,2/10/1921,8500
1921,2/11/1921,30500
1921,2/12/1921,55300
1921,2/13/1921,51100
1921,2/14/1921,26500
1921,2/15/1921,14700
1921,2/16/1921,11500
1921,2/17/1921,10000
1921,2/18/1921,9500
1921,2/19/1921,9000
1921,2/20/1921,9500
1921,2/21/1921,28100
1921,2/22/1921,33000
1921,2/23/1921,25800
1921,2/24/1921,16600
1921,2/25/1921,12500
1921,2/26/1921,11500
1921,2/27/1921,11000
1921,2/28/1921,9500
1921,3/1/1921,9500
1921,3/2/1921,9000
1921,3/3/1921,9000
1921,3/4/1921,8000
1921,3/5/1921,8000
1921,3/6/1921,8000
1921,3/7/1921,7080
1921,3/8/1921,6660
1921,3/9/1921,7080
1921,3/10/1921,8000
1921,3/11/1921,10500
1921,3/12/1921,8500
1921,3/13/1921,8000
1921,3/14/1921,8000
1921,3/15/1921,8500
1921,3/16/1921,11500
1921,3/17/1921,10000
1921,3/18/1921,9000
1921,3/19/1921,8000
1921,3/20/1921,7080
1921,3/21/1921,6660
1921,3/22/1921,6280
1921,3/23/1921,6660
1921,3/24/1921,6280
1921,3/25/1921,8500
1921,3/26/1921,12500
1921,3/27/1921,10500
1921,3/28/1921,9000
1921,3/29/1921,8000
1921,3/30/1921,7080
1921,3/31/1921,6660
1921,4/1/1921,8000
1921,4/2/1921,11500
1921,4/3/1921,11000
1921,4/4/1921,8500
1921,4/5/1921,7540
1921,4/6/1921,7080
1921,4/7/1921,6280
1921,4/8/1921,6280
1921,4/9/1921,5200
1921,4/10/1921,11000
1921,4/11/1921,8000
1921,4/12/1921,7540
1921,4/13/1921,5920
1921,4/14/1921,5560
1921,4/15/1921,5200
1921,4/16/1921,5200
1921,4/17/1921,5560
1921,4/18/1921,19900
1921,4/19/1921,23500
1921,4/20/1921,13600
1921,4/21/1921,9500
1921,4/22/1921,8000
1921,4/23/1921,6660
1921,4/24/1921,8500
1921,4/25/1921,9500
1921,4/26/1921,7080
1921,4/27/1921,6660
1921,4/28/1921,5920
1921,4/29/1921,5920
1921,4/30/1921,7080
1921,5/1/1921,7080
1921,5/2/1921,6280
1921,5/3/1921,5920
1921,5/4/1921,5200
1921,5/5/1921,5560
1921,5/6/1921,6660
1921,5/7/1921,8500
1921,5/8/1921,7080
1921,5/9/1921,5920
1921,5/10/1921,5560
1921,5/11/1921,5200
1921,5/12/1921,5920
1921,5/13/1921,19900
1921,5/14/1921,32200
1921,5/15/1921,16600
1921,5/16/1921,10500
1921,5/17/1921,9500
1921,5/18/1921,9000
1921,5/19/1921,7080
1921,5/20/1921,6280
1921,5/21/1921,5560
1921,5/22/1921,5560
1921,5/23/1921,5560
1921,5/24/1921,5200
1921,5/25/1921,5920
1921,5/26/1921,4520
1921,5/27/1921,4520
1921,5/28/1921,6660
1921,5/29/1921,10500
1921,5/30/1921,9000
1921,5/31/1921,8500
1921,6/1/1921,7080
1921,6/2/1921,5560
1921,6/3/1921,4520
1921,6/4/1921,4180
1921,6/5/1921,11500
1921,6/6/1921,14100
1921,6/7/1921,10000
1921,6/8/1921,7080
1921,6/9/1921,4520
1921,6/10/1921,4180
1921,6/11/1921,3860
1921,6/12/1921,4180
1921,6/13/1921,3860
1921,6/14/1921,3860
1921,6/15/1921,3540
1921,6/16/1921,3860
1921,6/17/1921,3540
1921,6/18/1921,2930
1921,6/19/1921,5920
1921,6/20/1921,4180
1921,6/21/1921,4180
1921,6/22/1921,3860
1921,6/23/1921,3540
1921,6/24/1921,3230
1921,6/25/1921,3540
1921,6/26/1921,3540
1921,6/27/1921,3540
1921,6/28/1921,3540
1921,6/29/1921,6280
1921,6/30/1921,5560
1921,7/1/1921,4520
1921,7/2/1921,8500
1921,7/3/1921,7080
1921,7/4/1921,4860
1921,7/5/1921,3860
1921,7/6/1921,4180
1921,7/7/1921,3540
1921,7/8/1921,3230
1921,7/9/1921,2640
1921,7/10/1921,2090
1921,7/11/1921,5200
1921,7/12/1921,7540
1921,7/13/1921,5920
1921,7/14/1921,4520
1921,7/15/1921,3860
1921,7/16/1921,5560
1921,7/17/1921,8500
1921,7/18/1921,9000
1921,7/19/1921,6660
1921,7/20/1921,4180
1921,7/21/1921,4180
1921,7/22/1921,3540
1921,7/23/1921,3230
1921,7/24/1921,3230
1921,7/25/1921,2930
1921,7/26/1921,2930
1921,7/27/1921,2360
1921,7/28/1921,2640
1921,7/29/1921,2640
1921,7/30/1921,3230
1921,7/31/1921,3230
1921,8/1/1921,2790
1921,8/2/1921,11000
1921,8/3/1921,11000
1921,8/4/1921,3660
1921,8/5/1921,3070
1921,8/6/1921,2520
1921,8/7/1921,2520
1921,8/8/1921,2790
1921,8/9/1921,2270
1921,8/10/1921,2520
1921,8/11/1921,2040
1921,8/12/1921,2270
1921,8/13/1921,2040
1921,8/14/1921,2040
1921,8/15/1921,2270
1921,8/16/1921,2520
1921,8/17/1921,2040
1921,8/18/1921,2040
1921,8/19/1921,1820
1921,8/20/1921,2040
1921,8/21/1921,2040
1921,8/22/1921,2040
1921,8/23/1921,1620
1921,8/24/1921,1620
1921,8/25/1921,1420
1921,8/26/1921,1420
1921,8/27/1921,1230
1921,8/28/1921,1230
1921,8/29/1921,1420
1921,8/30/1921,1230
1921,8/31/1921,1230
1921,9/1/1921,1230
1921,9/2/1921,1230
1921,9/3/1921,1230
1921,9/4/1921,1420
1921,9/5/1921,1420
1921,9/6/1921,1420
1921,9/7/1921,1620
1921,9/8/1921,1230
1921,9/9/1921,1820
1921,9/10/1921,2040
1921,9/11/1921,2270
1921,9/12/1921,2790
1921,9/13/1921,8000
1921,9/14/1921,5920
1921,9/15/1921,3660
1921,9/16/1921,2790
1921,9/17/1921,2270
1921,9/18/1921,1820
1921,9/19/1921,1620
1921,9/20/1921,1820
1921,9/21/1921,1620
1921,9/22/1921,1820
1921,9/23/1921,1820
1921,9/24/1921,9500
1921,9/25/1921,7000
1921,9/26/1921,4000
1921,9/27/1921,2520
1921,9/28/1921,2270
1921,9/29/1921,2040
1921,9/30/1921,2520
1922,10/1/1921,2400
1922,10/2/1921,2270
1922,10/3/1921,2040
1922,10/4/1921,3070
1922,10/5/1921,2040
1922,10/6/1921,2520
1922,10/7/1921,2400
1922,10/8/1921,2270
1922,10/9/1921,2270
1922,10/10/1921,1820
1922,10/11/1921,1620
1922,10/12/1921,1620
1922,10/13/1921,1420
1922,10/14/1921,1720
1922,10/15/1921,1820
1922,10/16/1921,2040
1922,10/17/1921,1820
1922,10/18/1921,1620
1922,10/19/1921,1620
1922,10/20/1921,1420
1922,10/21/1921,1420
1922,10/22/1921,1620
1922,10/23/1921,1420
1922,10/24/1921,1620
1922,10/25/1921,1620
1922,10/26/1921,1420
1922,10/27/1921,1420
1922,10/28/1921,1230
1922,10/29/1921,1520
1922,10/30/1921,1620
1922,10/31/1921,1820
1922,11/1/1921,1580
1922,11/2/1921,7080
1922,11/3/1921,31300
1922,11/4/1921,13000
1922,11/5/1921,7080
1922,11/6/1921,4860
1922,11/7/1921,4180
1922,11/8/1921,3540
1922,11/9/1921,2640
1922,11/10/1921,3230
1922,11/11/1921,2930
1922,11/12/1921,4180
1922,11/13/1921,4520
1922,11/14/1921,3860
1922,11/15/1921,2640
1922,11/16/1921,2930
1922,11/17/1921,2930
1922,11/18/1921,3080
1922,11/19/1921,2640
1922,11/20/1921,3230
1922,11/21/1921,3860
1922,11/22/1921,5920
1922,11/23/1921,5560
1922,11/24/1921,4180
1922,11/25/1921,3540
1922,11/26/1921,3080
1922,11/27/1921,3080
1922,11/28/1921,2930
1922,11/29/1921,3230
1922,11/30/1921,4860
1922,12/1/1921,4180
1922,12/2/1921,4860
1922,12/3/1921,4520
1922,12/4/1921,4860
1922,12/5/1921,5200
1922,12/6/1921,5920
1922,12/7/1921,5200
1922,12/8/1921,4180
1922,12/9/1921,4180
1922,12/10/1921,3540
1922,12/11/1921,3540
1922,12/12/1921,3230
1922,12/13/1921,2780
1922,12/14/1921,3080
1922,12/15/1921,3080
1922,12/16/1921,2930
1922,12/17/1921,2780
1922,12/18/1921,2930
1922,12/19/1921,2930
1922,12/20/1921,3080
1922,12/21/1921,3700
1922,12/22/1921,3860
1922,12/23/1921,3380
1922,12/24/1921,3080
1922,12/25/1921,3380
1922,12/26/1921,4180
1922,12/27/1921,4860
1922,12/28/1921,4860
1922,12/29/1921,4180
1922,12/30/1921,3700
1922,12/31/1921,3540
1922,1/1/1922,3380
1922,1/2/1922,3080
1922,1/3/1922,2930
1922,1/4/1922,2930
1922,1/5/1922,2930
1922,1/6/1922,3080
1922,1/7/1922,3080
1922,1/8/1922,2640
1922,1/9/1922,2360
1922,1/10/1922,2930
1922,1/11/1922,3860
1922,1/12/1922,10500
1922,1/13/1922,13600
1922,1/14/1922,12000
1922,1/15/1922,8000
1922,1/16/1922,5560
1922,1/17/1922,4860
1922,1/18/1922,4180
1922,1/19/1922,4860
1922,1/20/1922,4860
1922,1/21/1922,5920
1922,1/22/1922,11500
1922,1/23/1922,15900
1922,1/24/1922,13600
1922,1/25/1922,10000
1922,1/26/1922,7540
1922,1/27/1922,5200
1922,1/28/1922,4180
1922,1/29/1922,4180
1922,1/30/1922,4520
1922,1/31/1922,6280
1922,2/1/1922,7540
1922,2/2/1922,9000
1922,2/3/1922,32200
1922,2/4/1922,49100
1922,2/5/1922,49100
1922,2/6/1922,46100
1922,2/7/1922,41200
1922,2/8/1922,34700
1922,2/9/1922,23500
1922,2/10/1922,17800
1922,2/11/1922,13600
1922,2/12/1922,12500
1922,2/13/1922,12000
1922,2/14/1922,12000
1922,2/15/1922,11000
1922,2/16/1922,26500
1922,2/17/1922,44100
1922,2/18/1922,33000
1922,2/19/1922,21300
1922,2/20/1922,16600
1922,2/21/1922,14700
1922,2/22/1922,13600
1922,2/23/1922,13000
1922,2/24/1922,12000
1922,2/25/1922,11000
1922,2/26/1922,10000
1922,2/27/1922,10000
1922,2/28/1922,12000
1922,3/1/1922,11500
1922,3/2/1922,17800
1922,3/3/1922,36500
1922,3/4/1922,55300
1922,3/5/1922,69400
1922,3/6/1922,54200
1922,3/7/1922,34700
1922,3/8/1922,32200
1922,3/9/1922,23500
1922,3/10/1922,25000
1922,3/11/1922,42100
1922,3/12/1922,48100
1922,3/13/1922,34700
1922,3/14/1922,22000
1922,3/15/1922,15300
1922,3/16/1922,16600
1922,3/17/1922,23500
1922,3/18/1922,22000
1922,3/19/1922,17200
1922,3/20/1922,12500
1922,3/21/1922,12500
1922,3/22/1922,15300
1922,3/23/1922,12000
1922,3/24/1922,10000
1922,3/25/1922,8500
1922,3/26/1922,8000
1922,3/27/1922,7540
1922,3/28/1922,7540
1922,3/29/1922,9000
1922,3/30/1922,14700
1922,3/31/1922,14100
1922,4/1/1922,12500
1922,4/2/1922,14100
1922,4/3/1922,14700
1922,4/4/1922,12000
1922,4/5/1922,9000
1922,4/6/1922,8500
1922,4/7/1922,8000
1922,4/8/1922,7540
1922,4/9/1922,8000
1922,4/10/1922,7540
1922,4/11/1922,7080
1922,4/12/1922,7080
1922,4/13/1922,6280
1922,4/14/1922,6280
1922,4/15/1922,5920
1922,4/16/1922,5560
1922,4/17/1922,5560
1922,4/18/1922,5560
1922,4/19/1922,5920
1922,4/20/1922,5920
1922,4/21/1922,12000
1922,4/22/1922,11500
1922,4/23/1922,9000
1922,4/24/1922,7080
1922,4/25/1922,6280
1922,4/26/1922,5920
1922,4/27/1922,5560
1922,4/28/1922,5560
1922,4/29/1922,5560
1922,4/30/1922,6280
1922,5/1/1922,6660
1922,5/2/1922,6280
1922,5/3/1922,5920
1922,5/4/1922,5560
1922,5/5/1922,10500
1922,5/6/1922,16600
1922,5/7/1922,22000
1922,5/8/1922,15300
1922,5/9/1922,11000
1922,5/10/1922,8000
1922,5/11/1922,9000
1922,5/12/1922,10500
1922,5/13/1922,9500
1922,5/14/1922,9000
1922,5/15/1922,12000
1922,5/16/1922,12000
1922,5/17/1922,9500
1922,5/18/1922,14100
1922,5/19/1922,30500
1922,5/20/1922,46100
1922,5/21/1922,42100
1922,5/22/1922,17800
1922,5/23/1922,12000
1922,5/24/1922,11000
1922,5/25/1922,9000
1922,5/26/1922,8000
1922,5/27/1922,8500
1922,5/28/1922,9000
1922,5/29/1922,8500
1922,5/30/1922,6660
1922,5/31/1922,6280
1922,6/1/1922,5560
1922,6/2/1922,5560
1922,6/3/1922,7540
1922,6/4/1922,16600
1922,6/5/1922,26500
1922,6/6/1922,16600
1922,6/7/1922,19900
1922,6/8/1922,15900
1922,6/9/1922,12500
1922,6/10/1922,9000
1922,6/11/1922,8000
1922,6/12/1922,7540
1922,6/13/1922,6660
1922,6/14/1922,5920
1922,6/15/1922,5560
1922,6/16/1922,5560
1922,6/17/1922,6280
1922,6/18/1922,10000
1922,6/19/1922,13000
1922,6/20/1922,12000
1922,6/21/1922,17800
1922,6/22/1922,16600
1922,6/23/1922,11000
1922,6/24/1922,7540
1922,6/25/1922,6280
1922,6/26/1922,4860
1922,6/27/1922,4180
1922,6/28/1922,4520
1922,6/29/1922,5560
1922,6/30/1922,6280
1922,7/1/1922,5560
1922,7/2/1922,5200
1922,7/3/1922,5560
1922,7/4/1922,7080
1922,7/5/1922,12500
1922,7/6/1922,25000
1922,7/7/1922,19200
1922,7/8/1922,12500
1922,7/9/1922,9000
1922,7/10/1922,7080
1922,7/11/1922,7080
1922,7/12/1922,6660
1922,7/13/1922,6280
1922,7/14/1922,6280
1922,7/15/1922,5560
1922,7/16/1922,6660
1922,7/17/1922,6660
1922,7/18/1922,6280
1922,7/19/1922,23500
1922,7/20/1922,37400
1922,7/21/1922,25000
1922,7/22/1922,12500
1922,7/23/1922,9000
1922,7/24/1922,6280
1922,7/25/1922,6660
1922,7/26/1922,6280
1922,7/27/1922,7540
1922,7/28/1922,7540
1922,7/29/1922,11000
1922,7/30/1922,8500
1922,7/31/1922,5200
1922,8/1/1922,4860
1922,8/2/1922,4180
1922,8/3/1922,3860
1922,8/4/1922,3700
1922,8/5/1922,3700
1922,8/6/1922,4180
1922,8/7/1922,3860
1922,8/8/1922,4520
1922,8/9/1922,4860
1922,8/10/1922,4180
1922,8/11/1922,4520
1922,8/12/1922,4180
1922,8/13/1922,4180
1922,8/14/1922,11500
1922,8/15/1922,8500
1922,8/16/1922,6280
1922,8/17/1922,5560
1922,8/18/1922,8000
1922,8/19/1922,7540
1922,8/20/1922,6280
1922,8/21/1922,4520
1922,8/22/1922,3860
1922,8/23/1922,4180
1922,8/24/1922,3380
1922,8/25/1922,2930
1922,8/26/1922,3540
1922,8/27/1922,5920
1922,8/28/1922,11500
1922,8/29/1922,8000
1922,8/30/1922,5200
1922,8/31/1922,4180
1922,9/1/1922,3380
1922,9/2/1922,3070
1922,9/3/1922,3540
1922,9/4/1922,4180
1922,9/5/1922,4180
1922,9/6/1922,6660
1922,9/7/1922,4860
1922,9/8/1922,4180
1922,9/9/1922,3230
1922,9/10/1922,2930
1922,9/11/1922,2790
1922,9/12/1922,2400
1922,9/13/1922,3070
1922,9/14/1922,5200
1922,9/15/1922,4860
1922,9/16/1922,3700
1922,9/17/1922,3070
1922,9/18/1922,2790
1922,9/19/1922,2660
1922,9/20/1922,3360
1922,9/21/1922,2790
1922,9/22/1922,2400
1922,9/23/1922,2400
1922,9/24/1922,2400
1922,9/25/1922,2270
1922,9/26/1922,2400
1922,9/27/1922,2270
1922,9/28/1922,2160
1922,9/29/1922,2270
1922,9/30/1922,2270
1923,10/1/1922,2270
1923,10/2/1922,1930
1923,10/3/1922,2040
1923,10/4/1922,1930
1923,10/5/1922,1820
1923,10/6/1922,2160
1923,10/7/1922,2790
1923,10/8/1922,2930
1923,10/9/1922,3540
1923,10/10/1922,8500
1923,10/11/1922,22000
1923,10/12/1922,15300
1923,10/13/1922,9000
1923,10/14/1922,5920
1923,10/15/1922,4520
1923,10/16/1922,5200
1923,10/17/1922,9000
1923,10/18/1922,7080
1923,10/19/1922,5560
1923,10/20/1922,4520
1923,10/21/1922,3700
1923,10/22/1922,3510
1923,10/23/1922,3360
1923,10/24/1922,3510
1923,10/25/1922,3510
1923,10/26/1922,3860
1923,10/27/1922,3860
1923,10/28/1922,3540
1923,10/29/1922,3390
1923,10/30/1922,3070
1923,10/31/1922,2790
1923,11/1/1922,3070
1923,11/2/1922,3220
1923,11/3/1922,2930
1923,11/4/1922,3070
1923,11/5/1922,2930
1923,11/6/1922,2930
1923,11/7/1922,2660
1923,11/8/1922,2930
1923,11/9/1922,2930
1923,11/10/1922,3070
1923,11/11/1922,2930
1923,11/12/1922,2930
1923,11/13/1922,2930
1923,11/14/1922,2660
1923,11/15/1922,3070
1923,11/16/1922,3220
1923,11/17/1922,3360
1923,11/18/1922,3510
1923,11/19/1922,3510
1923,11/20/1922,3510
1923,11/21/1922,2930
1923,11/22/1922,3070
1923,11/23/1922,3070
1923,11/24/1922,3070
1923,11/25/1922,3070
1923,11/26/1922,2790
1923,11/27/1922,2520
1923,11/28/1922,2930
1923,11/29/1922,2930
1923,11/30/1922,2930
1923,12/1/1922,2660
1923,12/2/1922,2660
1923,12/3/1922,2790
1923,12/4/1922,2790
1923,12/5/1922,2790
1923,12/6/1922,3220
1923,12/7/1922,3540
1923,12/8/1922,3700
1923,12/9/1922,3700
1923,12/10/1922,4180
1923,12/11/1922,4180
1923,12/12/1922,4520
1923,12/13/1922,4180
1923,12/14/1922,3700
1923,12/15/1922,3700
1923,12/16/1922,4180
1923,12/17/1922,5560
1923,12/18/1922,6660
1923,12/19/1922,8500
1923,12/20/1922,9500
1923,12/21/1922,8000
1923,12/22/1922,6280
1923,12/23/1922,5560
1923,12/24/1922,4860
1923,12/25/1922,4520
1923,12/26/1922,3860
1923,12/27/1922,3860
1923,12/28/1922,4520
1923,12/29/1922,6280
1923,12/30/1922,9500
1923,12/31/1922,9000
1923,1/1/1923,9000
1923,1/2/1923,15900
1923,1/3/1923,11500
1923,1/4/1923,14700
1923,1/5/1923,11000
1923,1/6/1923,9500
1923,1/7/1923,7540
1923,1/8/1923,7080
1923,1/9/1923,12000
1923,1/10/1923,11000
1923,1/11/1923,9000
1923,1/12/1923,7080
1923,1/13/1923,5920
1923,1/14/1923,6280
1923,1/15/1923,5200
1923,1/16/1923,4860
1923,1/17/1923,4860
1923,1/18/1923,4860
1923,1/19/1923,4520
1923,1/20/1923,4520
1923,1/21/1923,4180
1923,1/22/1923,4180
1923,1/23/1923,4520
1923,1/24/1923,5200
1923,1/25/1923,10000
1923,1/26/1923,10000
1923,1/27/1923,9500
1923,1/28/1923,12000
1923,1/29/1923,15900
1923,1/30/1923,19200
1923,1/31/1923,15900
1923,2/1/1923,11500
1923,2/2/1923,10000
1923,2/3/1923,9500
1923,2/4/1923,16600
1923,2/5/1923,18500
1923,2/6/1923,19900
1923,2/7/1923,16600
1923,2/8/1923,13600
1923,2/9/1923,13000
1923,2/10/1923,15300
1923,2/11/1923,17800
1923,2/12/1923,17200
1923,2/13/1923,16600
1923,2/14/1923,25000
1923,2/15/1923,22800
1923,2/16/1923,17200
1923,2/17/1923,12500
1923,2/18/1923,10000
1923,2/19/1923,8500
1923,2/20/1923,8000
1923,2/21/1923,7540
1923,2/22/1923,6660
1923,2/23/1923,6660
1923,2/24/1923,6280
1923,2/25/1923,6280
1923,2/26/1923,5560
1923,2/27/1923,7080
1923,2/28/1923,17200
1923,3/1/1923,22000
1923,3/2/1923,19200
1923,3/3/1923,14100
1923,3/4/1923,11000
1923,3/5/1923,8500
1923,3/6/1923,7540
1923,3/7/1923,10500
1923,3/8/1923,31300
1923,3/9/1923,40200
1923,3/10/1923,24200
1923,3/11/1923,14700
1923,3/12/1923,12000
1923,3/13/1923,15300
1923,3/14/1923,28100
1923,3/15/1923,25800
1923,3/16/1923,22800
1923,3/17/1923,52300
1923,3/18/1923,68200
1923,3/19/1923,88700
1923,3/20/1923,101000
1923,3/21/1923,52300
1923,3/22/1923,23800
1923,3/23/1923,17800
1923,3/24/1923,15300
1923,3/25/1923,17200
1923,3/26/1923,14700
1923,3/27/1923,12000
1923,3/28/1923,10500
1923,3/29/1923,9520
1923,3/30/1923,8590
1923,3/31/1923,8150
1923,4/1/1923,7720
1923,4/2/1923,6900
1923,4/3/1923,6500
1923,4/4/1923,6900
1923,4/5/1923,10000
1923,4/6/1923,12700
1923,4/7/1923,13200
1923,4/8/1923,11000
1923,4/9/1923,9040
1923,4/10/1923,8150
1923,4/11/1923,7720
1923,4/12/1923,7300
1923,4/13/1923,7720
1923,4/14/1923,34300
1923,4/15/1923,36200
1923,4/16/1923,24400
1923,4/17/1923,16800
1923,4/18/1923,12100
1923,4/19/1923,10000
1923,4/20/1923,9040
1923,4/21/1923,8150
1923,4/22/1923,7720
1923,4/23/1923,6900
1923,4/24/1923,6900
1923,4/25/1923,6500
1923,4/26/1923,6120
1923,4/27/1923,6120
1923,4/28/1923,6500
1923,4/29/1923,11000
1923,4/30/1923,17400
1923,5/1/1923,15600
1923,5/2/1923,11600
1923,5/3/1923,8590
1923,5/4/1923,7720
1923,5/5/1923,7300
1923,5/6/1923,5740
1923,5/7/1923,5740
1923,5/8/1923,5380
1923,5/9/1923,5740
1923,5/10/1923,5740
1923,5/11/1923,6120
1923,5/12/1923,5740
1923,5/13/1923,5380
1923,5/14/1923,5030
1923,5/15/1923,5030
1923,5/16/1923,5380
1923,5/17/1923,5030
1923,5/18/1923,5740
1923,5/19/1923,7300
1923,5/20/1923,6500
1923,5/21/1923,5030
1923,5/22/1923,5030
1923,5/23/1923,5030
1923,5/24/1923,5030
1923,5/25/1923,4690
1923,5/26/1923,4690
1923,5/27/1923,5030
1923,5/28/1923,4690
1923,5/29/1923,4690
1923,5/30/1923,4360
1923,5/31/1923,4360
1923,6/1/1923,4690
1923,6/2/1923,5380
1923,6/3/1923,4360
1923,6/4/1923,4040
1923,6/5/1923,3890
1923,6/6/1923,3440
1923,6/7/1923,3440
1923,6/8/1923,3440
1923,6/9/1923,3300
1923,6/10/1923,3740
1923,6/11/1923,3740
1923,6/12/1923,3740
1923,6/13/1923,5380
1923,6/14/1923,7300
1923,6/15/1923,10000
1923,6/16/1923,9040
1923,6/17/1923,6900
1923,6/18/1923,5380
1923,6/19/1923,4690
1923,6/20/1923,4360
1923,6/21/1923,4040
1923,6/22/1923,3890
1923,6/23/1923,3590
1923,6/24/1923,3440
1923,6/25/1923,3300
1923,6/26/1923,3160
1923,6/27/1923,3300
1923,6/28/1923,3590
1923,6/29/1923,3160
1923,6/30/1923,2890
1923,7/1/1923,2510
1923,7/2/1923,2390
1923,7/3/1923,2510
1923,7/4/1923,2390
1923,7/5/1923,2510
1923,7/6/1923,3020
1923,7/7/1923,3300
1923,7/8/1923,3020
1923,7/9/1923,3300
1923,7/10/1923,7720
1923,7/11/1923,6500
1923,7/12/1923,4690
1923,7/13/1923,4360
1923,7/14/1923,4360
1923,7/15/1923,4040
1923,7/16/1923,6500
1923,7/17/1923,5740
1923,7/18/1923,5030
1923,7/19/1923,5740
1923,7/20/1923,4040
1923,7/21/1923,3440
1923,7/22/1923,3020
1923,7/23/1923,2640
1923,7/24/1923,2890
1923,7/25/1923,2890
1923,7/26/1923,2760
1923,7/27/1923,2760
1923,7/28/1923,3740
1923,7/29/1923,6120
1923,7/30/1923,6500
1923,7/31/1923,7300
1923,8/1/1923,30000
1923,8/2/1923,22100
1923,8/3/1923,16800
1923,8/4/1923,12100
1923,8/5/1923,8590
1923,8/6/1923,6500
1923,8/7/1923,8150
1923,8/8/1923,8590
1923,8/9/1923,9040
1923,8/10/1923,6120
1923,8/11/1923,6120
1923,8/12/1923,8150
1923,8/13/1923,6900
1923,8/14/1923,7300
1923,8/15/1923,6500
1923,8/16/1923,5740
1923,8/17/1923,4360
1923,8/18/1923,3590
1923,8/19/1923,3590
1923,8/20/1923,6120
1923,8/21/1923,5740
1923,8/22/1923,4360
1923,8/23/1923,4360
1923,8/24/1923,9040
1923,8/25/1923,10500
1923,8/26/1923,7720
1923,8/27/1923,5030
1923,8/28/1923,4040
1923,8/29/1923,3440
1923,8/30/1923,3890
1923,8/31/1923,4040
1923,9/1/1923,4360
1923,9/2/1923,3440
1923,9/3/1923,3160
1923,9/4/1923,2890
1923,9/5/1923,2890
1923,9/6/1923,3020
1923,9/7/1923,9040
1923,9/8/1923,13800
1923,9/9/1923,16200
1923,9/10/1923,15000
1923,9/11/1923,8150
1923,9/12/1923,8150
1923,9/13/1923,7300
1923,9/14/1923,5740
1923,9/15/1923,4040
1923,9/16/1923,3740
1923,9/17/1923,3440
1923,9/18/1923,2640
1923,9/19/1923,2640
1923,9/20/1923,2640
1923,9/21/1923,2890
1923,9/22/1923,13200
1923,9/23/1923,11600
1923,9/24/1923,30000
1923,9/25/1923,27500
1923,9/26/1923,14400
1923,9/27/1923,9520
1923,9/28/1923,8590
1923,9/29/1923,6120
1923,9/30/1923,4690
1924,10/1/1923,4040
1924,10/2/1923,3440
1924,10/3/1923,3300
1924,10/4/1923,3440
1924,10/5/1923,3160
1924,10/6/1923,2760
1924,10/7/1923,2760
1924,10/8/1923,2760
1924,10/9/1923,2760
1924,10/10/1923,2640
1924,10/11/1923,2510
1924,10/12/1923,2640
1924,10/13/1923,2640
1924,10/14/1923,2760
1924,10/15/1923,2760
1924,10/16/1923,2510
1924,10/17/1923,2510
1924,10/18/1923,2640
1924,10/19/1923,2640
1924,10/20/1923,2510
1924,10/21/1923,2510
1924,10/22/1923,2640
1924,10/23/1923,3020
1924,10/24/1923,3160
1924,10/25/1923,3020
1924,10/26/1923,3300
1924,10/27/1923,3590
1924,10/28/1923,3440
1924,10/29/1923,3300
1924,10/30/1923,2760
1924,10/31/1923,3020
1924,11/1/1923,3020
1924,11/2/1923,2890
1924,11/3/1923,2760
1924,11/4/1923,2890
1924,11/5/1923,3020
1924,11/6/1923,3300
1924,11/7/1923,7300
1924,11/8/1923,8150
1924,11/9/1923,5740
1924,11/10/1923,4690
1924,11/11/1923,4040
1924,11/12/1923,3590
1924,11/13/1923,3300
