WY,Date,Q_mean
1929,6/11/1929,22800
1929,6/12/1929,22100
1929,6/13/1929,10000
1929,6/14/1929,7720
1929,6/15/1929,7300
1929,6/16/1929,9520
1929,6/17/1929,18600
1929,6/18/1929,12700
1929,6/19/1929,9520
1929,6/20/1929,7720
1929,6/21/1929,6120
1929,6/22/1929,5380
1929,6/23/1929,5380
1929,6/24/1929,5380
1929,6/25/1929,5740
1929,6/26/1929,9520
1929,6/27/1929,13200
1929,6/28/1929,16800
1929,6/29/1929,13200
1929,6/30/1929,11600
1929,7/1/1929,7720
1929,7/2/1929,6500
1929,7/3/1929,5740
1929,7/4/1929,6120
1929,7/5/1929,5740
1929,7/6/1929,5030
1929,7/7/1929,7300
1929,7/8/1929,6900
1929,7/9/1929,6900
1929,7/10/1929,6500
1929,7/11/1929,6120
1929,7/12/1929,9520
1929,7/13/1929,12100
1929,7/14/1929,12700
1929,7/15/1929,19300
1929,7/16/1929,15600
1929,7/17/1929,13200
1929,7/18/1929,8590
1929,7/19/1929,6500
1929,7/20/1929,7300
1929,7/21/1929,11000
1929,7/22/1929,8590
1929,7/23/1929,5740
1929,7/24/1929,5030
1929,7/25/1929,4690
1929,7/26/1929,4690
1929,7/27/1929,4360
1929,7/28/1929,4360
1929,7/29/1929,3890
1929,7/30/1929,4360
1929,7/31/1929,4040
1929,8/1/1929,4700
1929,8/2/1929,10000
1929,8/3/1929,5740
1929,8/4/1929,5030
1929,8/5/1929,3890
1929,8/6/1929,3440
1929,8/7/1929,3590
1929,8/8/1929,3440
1929,8/9/1929,3590
1929,8/10/1929,6500
1929,8/11/1929,6120
1929,8/12/1929,4690
1929,8/13/1929,4040
1929,8/14/1929,6120
1929,8/15/1929,6470
1929,8/16/1929,12100
1929,8/17/1929,8590
1929,8/18/1929,6120
1929,8/19/1929,10500
1929,8/20/1929,8590
1929,8/21/1929,7720
1929,8/22/1929,6900
1929,8/23/1929,4690
1929,8/24/1929,3590
1929,8/25/1929,3740
1929,8/26/1929,5740
1929,8/27/1929,8150
1929,8/28/1929,6900
1929,8/29/1929,4690
1929,8/30/1929,4360
1929,8/31/1929,6900
1929,9/1/1929,7300
1929,9/2/1929,5030
1929,9/3/1929,3740
1929,9/4/1929,3590
1929,9/5/1929,3020
1929,9/6/1929,3160
1929,9/7/1929,4360
1929,9/8/1929,3890
1929,9/9/1929,3300
1929,9/10/1929,3740
1929,9/11/1929,3300
1929,9/12/1929,3300
1929,9/13/1929,3590
1929,9/14/1929,3740
1929,9/15/1929,3440
1929,9/16/1929,3740
1929,9/17/1929,3020
1929,9/18/1929,3300
1929,9/19/1929,5380
1929,9/20/1929,6120
1929,9/21/1929,5030
1929,9/22/1929,3890
1929,9/23/1929,3300
1929,9/24/1929,2890
1929,9/25/1929,3020
1929,9/26/1929,3590
1929,9/27/1929,3590
1929,9/28/1929,3300
1929,9/29/1929,3160
1929,9/30/1929,3160
1930,10/1/1929,6800
1930,10/2/1929,49200
1930,10/3/1929,71800
1930,10/4/1929,73200
1930,10/5/1929,98600
1930,10/6/1929,94900
1930,10/7/1929,20800
1930,10/8/1929,9120
1930,10/9/1929,7100
1930,10/10/1929,6270
1930,10/11/1929,5680
1930,10/12/1929,5100
1930,10/13/1929,4920
1930,10/14/1929,4580
1930,10/15/1929,4420
1930,10/16/1929,4580
1930,10/17/1929,4260
1930,10/18/1929,4100
1930,10/19/1929,3950
1930,10/20/1929,3950
1930,10/21/1929,3770
1930,10/22/1929,17000
1930,10/23/1929,22600
1930,10/24/1929,24200
1930,10/25/1929,18900
1930,10/26/1929,10600
1930,10/27/1929,7750
1930,10/28/1929,6480
1930,10/29/1929,5870
1930,10/30/1929,5680
1930,10/31/1929,5480
1930,11/1/1929,5680
1930,11/2/1929,6480
1930,11/3/1929,6270
1930,11/4/1929,8880
1930,11/5/1929,13200
1930,11/6/1929,12600
1930,11/7/1929,11100
1930,11/8/1929,8420
1930,11/9/1929,7100
1930,11/10/1929,6480
1930,11/11/1929,5870
1930,11/12/1929,5680
1930,11/13/1929,6270
1930,11/14/1929,7530
1930,11/15/1929,7530
1930,11/16/1929,7530
1930,11/17/1929,10100
1930,11/18/1929,10100
1930,11/19/1929,11400
1930,11/20/1929,23000
1930,11/21/1929,15600
1930,11/22/1929,10600
1930,11/23/1929,9120
1930,11/24/1929,8420
1930,11/25/1929,8420
1930,11/26/1929,9350
1930,11/27/1929,10800
1930,11/28/1929,10100
1930,11/29/1929,9120
1930,11/30/1929,7970
1930,12/1/1929,7100
1930,12/2/1929,6270
1930,12/3/1929,10800
1930,12/4/1929,16800
1930,12/5/1929,16200
1930,12/6/1929,11600
1930,12/7/1929,8880
1930,12/8/1929,7970
1930,12/9/1929,7530
1930,12/10/1929,7100
1930,12/11/1929,7100
1930,12/12/1929,6680
1930,12/13/1929,6270
1930,12/14/1929,6070
1930,12/15/1929,6070
1930,12/16/1929,5870
1930,12/17/1929,5870
1930,12/18/1929,5680
1930,12/19/1929,6070
1930,12/20/1929,7750
1930,12/21/1929,8650
1930,12/22/1929,8880
1930,12/23/1929,7750
1930,12/24/1929,7320
1930,12/25/1929,7750
1930,12/26/1929,6890
1930,12/27/1929,6480
1930,12/28/1929,6890
1930,12/29/1929,8420
1930,12/30/1929,10800
1930,12/31/1929,13400
1930,1/1/1930,11800
1930,1/2/1930,9830
1930,1/3/1930,8650
1930,1/4/1930,7750
1930,1/5/1930,7530
1930,1/6/1930,7530
1930,1/7/1930,7100
1930,1/8/1930,6890
1930,1/9/1930,6270
1930,1/10/1930,6270
1930,1/11/1930,6070
1930,1/12/1930,5870
1930,1/13/1930,5480
1930,1/14/1930,5680
1930,1/15/1930,8650
1930,1/16/1930,16200
1930,1/17/1930,16800
1930,1/18/1930,15100
1930,1/19/1930,15600
1930,1/20/1930,12900
1930,1/21/1930,10600
1930,1/22/1930,9350
1930,1/23/1930,10100
1930,1/24/1930,11600
1930,1/25/1930,11100
1930,1/26/1930,9350
1930,1/27/1930,7970
1930,1/28/1930,7530
1930,1/29/1930,7970
1930,1/30/1930,7750
1930,1/31/1930,7100
1930,2/1/1930,6890
1930,2/2/1930,7320
1930,2/3/1930,9350
1930,2/4/1930,16500
1930,2/5/1930,26400
1930,2/6/1930,32600
1930,2/7/1930,27000
1930,2/8/1930,18000
1930,2/9/1930,12900
1930,2/10/1930,10600
1930,2/11/1930,9350
1930,2/12/1930,8420
1930,2/13/1930,7970
1930,2/14/1930,7970
1930,2/15/1930,9830
1930,2/16/1930,9590
1930,2/17/1930,8200
1930,2/18/1930,7530
1930,2/19/1930,6890
1930,2/20/1930,6680
1930,2/21/1930,6270
1930,2/22/1930,6270
1930,2/23/1930,6070
1930,2/24/1930,6070
1930,2/25/1930,5870
1930,2/26/1930,6270
1930,2/27/1930,5870
1930,2/28/1930,5680
1930,3/1/1930,5480
1930,3/2/1930,5290
1930,3/3/1930,5100
1930,3/4/1930,4920
1930,3/5/1930,5100
1930,3/6/1930,5100
1930,3/7/1930,5100
1930,3/8/1930,5480
1930,3/9/1930,15200
1930,3/10/1930,31300
1930,3/11/1930,16600
1930,3/12/1930,10300
1930,3/13/1930,8880
1930,3/14/1930,8200
1930,3/15/1930,7320
1930,3/16/1930,6680
1930,3/17/1930,6070
1930,3/18/1930,6270
1930,3/19/1930,6480
1930,3/20/1930,7530
1930,3/21/1930,7320
1930,3/22/1930,6680
1930,3/23/1930,6270
1930,3/24/1930,5680
1930,3/25/1930,5680
1930,3/26/1930,5680
1930,3/27/1930,5680
1930,3/28/1930,5680
1930,3/29/1930,5480
1930,3/30/1930,5290
1930,3/31/1930,4920
1930,4/1/1930,4740
1930,4/2/1930,5100
1930,4/3/1930,4920
1930,4/4/1930,5480
1930,4/5/1930,6070
1930,4/6/1930,6070
1930,4/7/1930,13200
1930,4/8/1930,13700
1930,4/9/1930,11800
1930,4/10/1930,9120
1930,4/11/1930,7320
1930,4/12/1930,6270
1930,4/13/1930,5870
1930,4/14/1930,5480
1930,4/15/1930,5480
1930,4/16/1930,5680
1930,4/17/1930,5680
1930,4/18/1930,5480
1930,4/19/1930,5480
1930,4/20/1930,5870
1930,4/21/1930,5680
1930,4/22/1930,5100
1930,4/23/1930,5100
1930,4/24/1930,5100
1930,4/25/1930,4580
1930,4/26/1930,4580
1930,4/27/1930,4420
1930,4/28/1930,4420
1930,4/29/1930,4100
1930,4/30/1930,4420
1930,5/1/1930,4420
1930,5/2/1930,4100
1930,5/3/1930,4100
1930,5/4/1930,4100
1930,5/5/1930,3950
1930,5/6/1930,3570
1930,5/7/1930,3950
1930,5/8/1930,3770
1930,5/9/1930,3660
1930,5/10/1930,3800
1930,5/11/1930,3660
1930,5/12/1930,3480
1930,5/13/1930,3230
1930,5/14/1930,3310
1930,5/15/1930,3510
1930,5/16/1930,4100
1930,5/17/1930,4260
1930,5/18/1930,4100
1930,5/19/1930,5870
1930,5/20/1930,7970
1930,5/21/1930,8420
1930,5/22/1930,7750
1930,5/23/1930,5480
1930,5/24/1930,3950
1930,5/25/1930,3800
1930,5/26/1930,3540
1930,5/27/1930,2920
1930,5/28/1930,3100
1930,5/29/1930,2840
1930,5/30/1930,2900
1930,5/31/1930,3150
1930,6/1/1930,3510
1930,6/2/1930,3570
1930,6/3/1930,3290
1930,6/4/1930,3200
1930,6/5/1930,2770
1930,6/6/1930,2670
1930,6/7/1930,2920
1930,6/8/1930,2770
1930,6/9/1930,3510
1930,6/10/1930,4920
1930,6/11/1930,6680
1930,6/12/1930,6890
1930,6/13/1930,6890
1930,6/14/1930,5480
1930,6/15/1930,3800
1930,6/16/1930,3200
1930,6/17/1930,2840
1930,6/18/1930,3660
1930,6/19/1930,4580
1930,6/20/1930,7100
1930,6/21/1930,6270
1930,6/22/1930,4260
1930,6/23/1930,3400
1930,6/24/1930,2820
1930,6/25/1930,3370
1930,6/26/1930,3800
1930,6/27/1930,3260
1930,6/28/1930,3020
1930,6/29/1930,3660
1930,6/30/1930,3230
1930,7/1/1930,2720
1930,7/2/1930,2250
1930,7/3/1930,2350
1930,7/4/1930,2280
1930,7/5/1930,2740
1930,7/6/1930,2600
1930,7/7/1930,2840
1930,7/8/1930,2040
1930,7/9/1930,1720
1930,7/10/1930,1680
1930,7/11/1930,1630
1930,7/12/1930,1590
1930,7/13/1930,1550
1930,7/14/1930,1530
1930,7/15/1930,1780
1930,7/16/1930,1810
1930,7/17/1930,1720
1930,7/18/1930,1630
1930,7/19/1930,2650
1930,7/20/1930,4100
1930,7/21/1930,4100
1930,7/22/1930,3400
1930,7/23/1930,2060
1930,7/24/1930,1830
1930,7/25/1930,1610
1930,7/26/1930,1550
1930,7/27/1930,2330
1930,7/28/1930,2040
1930,7/29/1930,1610
1930,7/30/1930,1360
1930,7/31/1930,1440
1930,8/1/1930,1440
1930,8/2/1930,1490
1930,8/3/1930,1590
1930,8/4/1930,1680
1930,8/5/1930,1630
1930,8/6/1930,1360
1930,8/7/1930,1360
1930,8/8/1930,1300
1930,8/9/1930,1180
1930,8/10/1930,2280
1930,8/11/1930,2970
1930,8/12/1930,2040
1930,8/13/1930,1780
1930,8/14/1930,1590
1930,8/15/1930,1300
1930,8/16/1930,1070
1930,8/17/1930,1020
1930,8/18/1930,1020
1930,8/19/1930,1020
1930,8/20/1930,1000
1930,8/21/1930,956
1930,8/22/1930,1080
1930,8/23/1930,1200
1930,8/24/1930,1150
1930,8/25/1930,1130
1930,8/26/1930,1050
1930,8/27/1930,1020
1930,8/28/1930,1000
1930,8/29/1930,944
1930,8/30/1930,1020
1930,8/31/1930,1090
1930,9/1/1930,1020
1930,9/2/1930,1010
1930,9/3/1930,855
1930,9/4/1930,800
1930,9/5/1930,800
1930,9/6/1930,800
1930,9/7/1930,910
1930,9/8/1930,855
1930,9/9/1930,800
1930,9/10/1930,800
1930,9/11/1930,1160
1930,9/12/1930,1160
1930,9/13/1930,910
1930,9/14/1930,1020
1930,9/15/1930,1090
1930,9/16/1930,1160
1930,9/17/1930,1160
1930,9/18/1930,1160
1930,9/19/1930,1020
1930,9/20/1930,1160
1930,9/21/1930,1160
1930,9/22/1930,1160
1930,9/23/1930,1160
1930,9/24/1930,1320
1930,9/25/1930,1290
1930,9/26/1930,1180
1930,9/27/1930,1150
1930,9/28/1930,1090
1930,9/29/1930,968
1930,9/30/1930,877
1931,10/1/1930,788
1931,10/2/1930,1090
1931,10/3/1930,1330
1931,10/4/1930,818
1931,10/5/1930,688
1931,10/6/1930,678
1931,10/7/1930,648
1931,10/8/1930,648
1931,10/9/1930,658
1931,10/10/1930,648
1931,10/11/1930,678
1931,10/12/1930,668
1931,10/13/1930,668
1931,10/14/1930,768
1931,10/15/1930,778
1931,10/16/1930,768
1931,10/17/1930,859
1931,10/18/1930,859
1931,10/19/1930,1060
1931,10/20/1930,1200
1931,10/21/1930,1350
1931,10/22/1930,1190
1931,10/23/1930,1010
1931,10/24/1930,951
1931,10/25/1930,951
1931,10/26/1930,962
1931,10/27/1930,1060
1931,10/28/1930,1080
1931,10/29/1930,1290
1931,10/30/1930,1460
1931,10/31/1930,1540
1931,11/1/1930,1530
1931,11/2/1930,1590
1931,11/3/1930,1670
1931,11/4/1930,2070
1931,11/5/1930,2140
1931,11/6/1930,2620
1931,11/7/1930,3550
1931,11/8/1930,3450
1931,11/9/1930,3070
1931,11/10/1930,2540
1931,11/11/1930,2070
1931,11/12/1930,1730
1931,11/13/1930,1730
1931,11/14/1930,1730
1931,11/15/1930,1860
1931,11/16/1930,1860
1931,11/17/1930,2140
1931,11/18/1930,2450
1931,11/19/1930,3070
1931,11/20/1930,3850
1931,11/21/1930,3550
1931,11/22/1930,2980
1931,11/23/1930,2710
1931,11/24/1930,2370
1931,11/25/1930,2220
1931,11/26/1930,1860
1931,11/27/1930,2070
1931,11/28/1930,1930
1931,11/29/1930,1800
1931,11/30/1930,1730
1931,12/1/1930,1800
1931,12/2/1930,1610
1931,12/3/1930,1800
1931,12/4/1930,1800
1931,12/5/1930,1930
1931,12/6/1930,2000
1931,12/7/1930,2220
1931,12/8/1930,2940
1931,12/9/1930,9270
1931,12/10/1930,8220
1931,12/11/1930,5430
1931,12/12/1930,3950
1931,12/13/1930,3260
1931,12/14/1930,2980
1931,12/15/1930,2540
1931,12/16/1930,2370
1931,12/17/1930,2290
1931,12/18/1930,2220
1931,12/19/1930,2220
1931,12/20/1930,2370
1931,12/21/1930,2140
1931,12/22/1930,2370
1931,12/23/1930,2890
1931,12/24/1930,2540
1931,12/25/1930,1980
1931,12/26/1930,2070
1931,12/27/1930,2710
1931,12/28/1930,3890
1931,12/29/1930,6530
1931,12/30/1930,7550
1931,12/31/1930,6670
1931,1/1/1931,5430
1931,1/2/1931,4050
1931,1/3/1931,3450
1931,1/4/1931,2980
1931,1/5/1931,3160
1931,1/6/1931,3260
1931,1/7/1931,11400
1931,1/8/1931,18200
1931,1/9/1931,11600
1931,1/10/1931,7940
1931,1/11/1931,5970
1931,1/12/1931,4930
1931,1/13/1931,4580
1931,1/14/1931,5050
1931,1/15/1931,4930
1931,1/16/1931,4580
1931,1/17/1931,3650
1931,1/18/1931,3350
1931,1/19/1931,3650
1931,1/20/1931,4810
1931,1/21/1931,6250
1931,1/22/1931,5430
1931,1/23/1931,4580
1931,1/24/1931,3850
1931,1/25/1931,3450
1931,1/26/1931,3350
1931,1/27/1931,3070
1931,1/28/1931,3160
1931,1/29/1931,3160
1931,1/30/1931,3070
1931,1/31/1931,3070
1931,2/1/1931,2690
1931,2/2/1931,2800
1931,2/3/1931,2540
1931,2/4/1931,2290
1931,2/5/1931,2370
1931,2/6/1931,2450
1931,2/7/1931,2450
1931,2/8/1931,2290
1931,2/9/1931,2450
1931,2/10/1931,2540
1931,2/11/1931,2540
1931,2/12/1931,3070
1931,2/13/1931,3160
1931,2/14/1931,3160
1931,2/15/1931,2980
1931,2/16/1931,2980
1931,2/17/1931,2800
1931,2/18/1931,2800
1931,2/19/1931,4050
1931,2/20/1931,4260
1931,2/21/1931,4150
1931,2/22/1931,5180
1931,2/23/1931,4810
1931,2/24/1931,3950
1931,2/25/1931,3750
1931,2/26/1931,3450
1931,2/27/1931,3350
1931,2/28/1931,2890
1931,3/1/1931,3070
1931,3/2/1931,3550
1931,3/3/1931,5300
1931,3/4/1931,5560
1931,3/5/1931,5050
1931,3/6/1931,4260
1931,3/7/1931,3750
1931,3/8/1931,3650
1931,3/9/1931,3650
1931,3/10/1931,4470
1931,3/11/1931,5050
1931,3/12/1931,4700
1931,3/13/1931,4150
1931,3/14/1931,3750
1931,3/15/1931,3550
1931,3/16/1931,3350
1931,3/17/1931,3350
1931,3/18/1931,3350
1931,3/19/1931,3450
1931,3/20/1931,3450
1931,3/21/1931,3260
1931,3/22/1931,3350
1931,3/23/1931,5990
1931,3/24/1931,10400
1931,3/25/1931,13200
1931,3/26/1931,12200
1931,3/27/1931,9410
1931,3/28/1931,7100
1931,3/29/1931,6950
1931,3/30/1931,10900
1931,3/31/1931,18600
1931,4/1/1931,14400
1931,4/2/1931,16400
1931,4/3/1931,21300
1931,4/4/1931,19000
1931,4/5/1931,16100
1931,4/6/1931,25600
1931,4/7/1931,33700
1931,4/8/1931,33700
1931,4/9/1931,26600
1931,4/10/1931,18400
1931,4/11/1931,13200
1931,4/12/1931,10000
1931,4/13/1931,8450
1931,4/14/1931,7550
1931,4/15/1931,6950
1931,4/16/1931,5830
1931,4/17/1931,5180
1931,4/18/1931,4810
1931,4/19/1931,4580
1931,4/20/1931,4470
1931,4/21/1931,4260
1931,4/22/1931,4930
1931,4/23/1931,4580
1931,4/24/1931,5430
1931,4/25/1931,11100
1931,4/26/1931,9090
1931,4/27/1931,7100
1931,4/28/1931,6110
1931,4/29/1931,5700
1931,4/30/1931,4930
1931,5/1/1931,4150
1931,5/2/1931,4360
1931,5/3/1931,5180
1931,5/4/1931,5430
1931,5/5/1931,4580
1931,5/6/1931,4580
1931,5/7/1931,4470
1931,5/8/1931,9780
1931,5/9/1931,15600
1931,5/10/1931,17000
1931,5/11/1931,17000
1931,5/12/1931,11100
1931,5/13/1931,8150
1931,5/14/1931,6390
1931,5/15/1931,6530
1931,5/16/1931,6670
1931,5/17/1931,5180
1931,5/18/1931,4700
1931,5/19/1931,3950
1931,5/20/1931,3950
1931,5/21/1931,4510
1931,5/22/1931,14500
1931,5/23/1931,20600
1931,5/24/1931,20800
1931,5/25/1931,18600
1931,5/26/1931,12200
1931,5/27/1931,8150
1931,5/28/1931,6390
1931,5/29/1931,5300
1931,5/30/1931,4700
1931,5/31/1931,4150
1931,6/1/1931,3850
1931,6/2/1931,3980
1931,6/3/1931,12500
1931,6/4/1931,10900
1931,6/5/1931,7400
1931,6/6/1931,5050
1931,6/7/1931,4360
1931,6/8/1931,4050
1931,6/9/1931,3550
1931,6/10/1931,3260
1931,6/11/1931,3070
1931,6/12/1931,2800
1931,6/13/1931,2890
1931,6/14/1931,2620
1931,6/15/1931,2450
1931,6/16/1931,3450
1931,6/17/1931,4360
1931,6/18/1931,3850
1931,6/19/1931,3450
1931,6/20/1931,2980
1931,6/21/1931,2710
1931,6/22/1931,2290
1931,6/23/1931,4950
1931,6/24/1931,11400
1931,6/25/1931,10400
1931,6/26/1931,7440
1931,6/27/1931,4810
1931,6/28/1931,3750
1931,6/29/1931,2710
1931,6/30/1931,2450
1931,7/1/1931,2220
1931,7/2/1931,2140
1931,7/3/1931,1860
1931,7/4/1931,1800
1931,7/5/1931,1320
1931,7/6/1931,2250
1931,7/7/1931,7100
1931,7/8/1931,6670
1931,7/9/1931,5830
1931,7/10/1931,5940
1931,7/11/1931,7920
1931,7/12/1931,5050
1931,7/13/1931,3850
1931,7/14/1931,3650
1931,7/15/1931,2980
1931,7/16/1931,3070
1931,7/17/1931,2290
1931,7/18/1931,2890
1931,7/19/1931,4470
1931,7/20/1931,3270
1931,7/21/1931,2370
1931,7/22/1931,2140
1931,7/23/1931,2290
1931,7/24/1931,3620
1931,7/25/1931,5430
1931,7/26/1931,4470
1931,7/27/1931,3550
1931,7/28/1931,4960
1931,7/29/1931,7400
1931,7/30/1931,5180
1931,7/31/1931,3550
1931,8/1/1931,3260
1931,8/2/1931,4780
1931,8/3/1931,6240
1931,8/4/1931,12000
1931,8/5/1931,10800
1931,8/6/1931,12900
1931,8/7/1931,10700
1931,8/8/1931,9240
1931,8/9/1931,5430
1931,8/10/1931,3890
1931,8/11/1931,7630
1931,8/12/1931,21000
1931,8/13/1931,16200
1931,8/14/1931,12500
1931,8/15/1931,19400
1931,8/16/1931,12400
1931,8/17/1931,7730
1931,8/18/1931,4990
1931,8/19/1931,4050
1931,8/20/1931,3850
1931,8/21/1931,4810
1931,8/22/1931,4810
1931,8/23/1931,8690
1931,8/24/1931,27100
1931,8/25/1931,33300
1931,8/26/1931,14600
1931,8/27/1931,9110
1931,8/28/1931,6670
1931,8/29/1931,6830
1931,8/30/1931,9410
1931,8/31/1931,6830
1931,9/1/1931,4470
1931,9/2/1931,4050
1931,9/3/1931,3550
1931,9/4/1931,3260
1931,9/5/1931,4360
1931,9/6/1931,4260
1931,9/7/1931,3950
1931,9/8/1931,3160
1931,9/9/1931,2710
1931,9/10/1931,2450
1931,9/11/1931,2140
1931,9/12/1931,2070
1931,9/13/1931,2000
1931,9/14/1931,1800
1931,9/15/1931,1800
1931,9/16/1931,1730
1931,9/17/1931,1590
1931,9/18/1931,1550
1931,9/19/1931,1440
1931,9/20/1931,1470
1931,9/21/1931,1490
1931,9/22/1931,1570
1931,9/23/1931,1730
1931,9/24/1931,1730
1931,9/25/1931,1670
1931,9/26/1931,1670
1931,9/27/1931,1780
1931,9/28/1931,2770
1931,9/29/1931,7060
1931,9/30/1931,4150
1932,10/1/1931,2540
1932,10/2/1931,1930
1932,10/3/1931,1670
1932,10/4/1931,1430
1932,10/5/1931,1320
1932,10/6/1931,1340
1932,10/7/1931,1430
1932,10/8/1931,1270
1932,10/9/1931,1160
1932,10/10/1931,1100
1932,10/11/1931,1070
1932,10/12/1931,1090
1932,10/13/1931,1090
1932,10/14/1931,1280
1932,10/15/1931,1200
1932,10/16/1931,1260
1932,10/17/1931,1280
1932,10/18/1931,1530
1932,10/19/1931,1420
1932,10/20/1931,1360
1932,10/21/1931,1290
1932,10/22/1931,1160
1932,10/23/1931,1100
1932,10/24/1931,1120
1932,10/25/1931,1130
1932,10/26/1931,1200
1932,10/27/1931,1230
1932,10/28/1931,1320
1932,10/29/1931,1290
1932,10/30/1931,1350
1932,10/31/1931,1270
1932,11/1/1931,1140
1932,11/2/1931,1320
1932,11/3/1931,1800
1932,11/4/1931,1930
1932,11/5/1931,1470
1932,11/6/1931,1250
1932,11/7/1931,1290
1932,11/8/1931,1420
1932,11/9/1931,1420
1932,11/10/1931,1430
1932,11/11/1931,1510
1932,11/12/1931,1290
1932,11/13/1931,1320
1932,11/14/1931,1400
1932,11/15/1931,1500
1932,11/16/1931,1490
1932,11/17/1931,1460
1932,11/18/1931,1670
1932,11/19/1931,1400
1932,11/20/1931,1480
1932,11/21/1931,1600
1932,11/22/1931,1610
1932,11/23/1931,1610
1932,11/24/1931,1610
1932,11/25/1931,1730
1932,11/26/1931,1480
1932,11/27/1931,1490
1932,11/28/1931,1540
1932,11/29/1931,1510
1932,11/30/1931,1730
1932,12/1/1931,1550
1932,12/2/1931,1730
1932,12/3/1931,1550
1932,12/4/1931,1550
1932,12/5/1931,1670
1932,12/6/1931,1670
1932,12/7/1931,1800
1932,12/8/1931,2070
1932,12/9/1931,2370
1932,12/10/1931,2370
1932,12/11/1931,2800
1932,12/12/1931,2980
1932,12/13/1931,3160
1932,12/14/1931,3550
1932,12/15/1931,2980
1932,12/16/1931,2710
1932,12/17/1931,2710
1932,12/18/1931,2980
1932,12/19/1931,2710
1932,12/20/1931,2450
1932,12/21/1931,2370
1932,12/22/1931,2290
1932,12/23/1931,2710
1932,12/24/1931,9050
1932,12/25/1931,10000
1932,12/26/1931,6810
1932,12/27/1931,4810
1932,12/28/1931,3950
1932,12/29/1931,3260
1932,12/30/1931,2980
1932,12/31/1931,2980
1932,1/1/1932,3160
1932,1/2/1932,4470
1932,1/3/1932,7550
1932,1/4/1932,9090
1932,1/5/1932,7100
1932,1/6/1932,5300
1932,1/7/1932,4360
1932,1/8/1932,5860
1932,1/9/1932,28800
1932,1/10/1932,51000
1932,1/11/1932,52200
1932,1/12/1932,38800
1932,1/13/1932,17600
1932,1/14/1932,11400
1932,1/15/1932,8150
1932,1/16/1932,6950
1932,1/17/1932,6250
1932,1/18/1932,5430
1932,1/19/1932,4810
1932,1/20/1932,4580
1932,1/21/1932,4150
1932,1/22/1932,4050
1932,1/23/1932,3850
1932,1/24/1932,3650
1932,1/25/1932,3750
1932,1/26/1932,3350
1932,1/27/1932,3650
1932,1/28/1932,3750
1932,1/29/1932,4050
1932,1/30/1932,4700
1932,1/31/1932,7850
1932,2/1/1932,9730
1932,2/2/1932,11800
1932,2/3/1932,10700
1932,2/4/1932,14000
1932,2/5/1932,19000
1932,2/6/1932,20400
1932,2/7/1932,14400
1932,2/8/1932,10400
1932,2/9/1932,8770
1932,2/10/1932,7850
1932,2/11/1932,6810
1932,2/12/1932,6250
1932,2/13/1932,6110
1932,2/14/1932,7550
1932,2/15/1932,8450
1932,2/16/1932,7100
1932,2/17/1932,6110
1932,2/18/1932,5300
1932,2/19/1932,5300
1932,2/20/1932,5180
1932,2/21/1932,4810
1932,2/22/1932,4930
1932,2/23/1932,5560
1932,2/24/1932,6390
1932,2/25/1932,6110
1932,2/26/1932,5560
1932,2/27/1932,4930
1932,2/28/1932,4580
1932,2/29/1932,4470
1932,3/1/1932,4260
1932,3/2/1932,4050
1932,3/3/1932,4050
1932,3/4/1932,3850
1932,3/5/1932,3850
1932,3/6/1932,10200
1932,3/7/1932,61700
1932,3/8/1932,64700
1932,3/9/1932,66300
1932,3/10/1932,37500
1932,3/11/1932,13400
1932,3/12/1932,11100
1932,3/13/1932,9410
1932,3/14/1932,8150
1932,3/15/1932,7550
1932,3/16/1932,7400
1932,3/17/1932,6810
1932,3/18/1932,5970
1932,3/19/1932,5970
1932,3/20/1932,5830
1932,3/21/1932,5830
1932,3/22/1932,6530
1932,3/23/1932,7000
1932,3/24/1932,12000
1932,3/25/1932,15000
1932,3/26/1932,10000
1932,3/27/1932,8000
1932,3/28/1932,10000
1932,3/29/1932,20000
1932,3/30/1932,27500
1932,3/31/1932,17000
1932,4/1/1932,16000
1932,4/2/1932,20000
1932,4/3/1932,17000
1932,4/4/1932,13000
1932,4/5/1932,10000
1932,4/6/1932,8600
1932,4/7/1932,7600
1932,4/8/1932,6950
1932,4/9/1932,6530
1932,4/10/1932,8180
1932,4/11/1932,11700
1932,4/12/1932,14800
1932,4/13/1932,14400
1932,4/14/1932,13600
1932,4/15/1932,10700
1932,4/16/1932,9410
1932,4/17/1932,8450
1932,4/18/1932,7400
1932,4/19/1932,6670
1932,4/20/1932,6530
1932,4/21/1932,5830
1932,4/22/1932,5430
1932,4/23/1932,5430
1932,4/24/1932,5050
1932,4/25/1932,4810
1932,4/26/1932,5430
1932,4/27/1932,6530
1932,4/28/1932,7100
1932,4/29/1932,6250
1932,4/30/1932,5300
1932,5/1/1932,4810
1932,5/2/1932,4810
1932,5/3/1932,5560
1932,5/4/1932,7550
1932,5/5/1932,7550
1932,5/6/1932,5970
1932,5/7/1932,4930
1932,5/8/1932,4470
1932,5/9/1932,3850
1932,5/10/1932,3650
1932,5/11/1932,3650
1932,5/12/1932,3850
1932,5/13/1932,4580
1932,5/14/1932,7250
1932,5/15/1932,7100
1932,5/16/1932,6670
1932,5/17/1932,5430
1932,5/18/1932,4470
1932,5/19/1932,6370
1932,5/20/1932,6810
1932,5/21/1932,5560
1932,5/22/1932,4470
1932,5/23/1932,4150
